"category","register","size","datatype","description_en","description_de","ha_sensor_name","unit","min_max","display_code","scaling_factor","source","rw_spec","rw_implemented"
"Zones - Parameters","2192","1","uint16","Zone 4 cooling setpoint 1","Heizkreis 4 Kühlsollwert 1","zone4_cooling_room_setpoint_1","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2193","1","uint16","Zone 4 cooling setpoint 2","Heizkreis 4 Kühlsollwert 2","zone4_cooling_room_setpoint_2","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2194","1","uint16","Zone 4 cooling setpoint 3","Heizkreis 4 Kühlsollwert 3","zone4_cooling_room_setpoint_3","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2195","1","uint16","Zone 4 cooling setpoint 4","Heizkreis 4 Kühlsollwert 4","zone4_cooling_room_setpoint_4","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2196","1","uint16","Zone 4 cooling setpoint 5","Heizkreis 4 Kühlsollwert 5","zone4_cooling_room_setpoint_5","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2197","1","uint16","Zone 4 cooling night setback","Heizkreis 4 Kühlung Nachtabsenkung","zone4_cooling_night_setback","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2198","1","uint16","Zone 4 holiday setpoint","Heizkreis 4 Feriensollwert","zone4_holiday_setpoint","°C","0-65535","mdi:beach","0.1","German parameter list","R/W","R"
"Zones - Parameters","2199","1","uint16","Zone 4 temporary setpoint","Heizkreis 4 Temporärer Sollwert","zone4_temporary_setpoint","°C","0-65535","mdi:clock-fast","0.1","German parameter list","R/W","R"
"Zones - Parameters","2200","1","uint16","Zone 4 room setpoint (manual)","Heizkreis 4 Raumsollwert (manuell)","zone4_room_setpoint_manual","°C","0-65535","","0.1","GTW-08 spec","R","R"
"Zones - Parameters","2201","1","uint16","Zone 4 DHW comfort setpoint","Heizkreis 4 TWW Komfortsollwert","zone4_dhw_comfort_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2202","1","uint16","Zone 4 DHW reduced setpoint","Heizkreis 4 TWW Reduzierter Sollwert","zone4_dhw_reduced_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2203","1","uint16","Zone 4 DHW holiday setpoint","Heizkreis 4 TWW Feriensollwert","zone4_dhw_holiday_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2204","1","uint16","Zone 4 DHW anti-legionella setpoint","Heizkreis 4 TWW Anti-Legionellen-Sollwert","zone4_dhw_antilegionella_setpoint","°C","0-65535","mdi:bacteria-outline","0.01","German parameter list","R/W","R"
"Zones - Parameters","2205","1","uint16","Zone 4 swimming pool setpoint","Heizkreis 4 Schwimmbad-Sollwert","zone4_swimming_pool_setpoint","°C","0-65535","mdi:pool-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2206","1","uint16","Zone 4 process heat setpoint","Heizkreis 4 Prozesswärme-Sollwert","zone4_process_heat_setpoint","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","2207","1","uint16","Zone 4 heating control strategy (0=Automatic; 1=Room control; 2=Weather-compensated; 3=Weather-compensated + room)","Heizkreis 4 Regelstrategie (0=Automatisch; 1=Raumregelung; 2=Witterungsgeführt; 3=Witterungsgeführt + Raum)","zone4_heating_control_strategy","","0-65535","mdi:strategy","","German parameter list","R/W","R"
"Zones - Parameters","2208","1","uint16","Zone 4 max flow setpoint","Heizkreis 4 Max. Vorlaufsollwert","zone4_max_flow_setpoint","°C","0-65535","mdi:thermometer-chevron-up","0.01","German parameter list","R/W","R"
"Zones - Parameters","2209","1","uint16","Zone 4 cooling mixing circuit setpoint","Heizkreis 4 Kühlsollwert Mischkreis","zone4_cooling_mixing_setpoint","°C","0-65535","mdi:snowflake-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2210","1","uint16","Zone 4 heating curve gradient","Heizkreis 4 Heizkurve Steilheit","zone4_heating_curve_gradient","","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","2211","1","uint16","Zone 4 heating curve footpoint","Heizkreis 4 Heizkurve Fußpunkt","zone4_heating_curve_footpoint","°C","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","2212","1","uint16","Zone 4 heating curve footpoint night","Heizkreis 4 Heizkurve Fußpunkt Nacht","zone4_heating_curve_footpoint_night","°C","0-65535","mdi:chart-line","0.1","German parameter list","R/W","R"
"Zones - Parameters","2213","1","uint16","Zone 4 max preheat time","Heizkreis 4 Max. Vorheizzeit","zone4_max_preheat_time","min","0-65535","mdi:clock-start","","German parameter list","R/W","R"
"Zones - Parameters","2214","1","uint16","Zone 4 mixing valve shift","Heizkreis 4 Mischventil Verschiebung","zone4_mixing_valve_shift","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","2215","1","uint16","Zone 4 mixing valve bandwidth","Heizkreis 4 Mischventil Bandbreite","zone4_mixing_valve_bandwidth","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","2216","1","uint16","Zone 4 DHW hysteresis","Heizkreis 4 TWW Hysterese","zone4_dhw_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2217","1","uint16","Zone 4 DHW calorifier offset","Heizkreis 4 TWW Speicher Verschiebung","zone4_dhw_calorifier_offset","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2218","1","uint16","Zone 4 DHW calorifier setpoint raise","Heizkreis 4 TWW Speicher Sollwertanhebung","zone4_dhw_calorifier_raise","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2219","1","uint16","Zone 4 process heat hysteresis","Heizkreis 4 Prozesswärme Hysterese","zone4_process_heat_hysteresis","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","2220","1","uint16","Zone 4 process heat offset","Heizkreis 4 Prozesswärme Verschiebung","zone4_process_heat_offset","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","2221","1","uint16","Zone 4 process heat calorifier raise","Heizkreis 4 Prozesswärme Sollwertanhebung","zone4_process_heat_calorifier_raise","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","2222","1","uint16","Zone 4 DHW calorifier hysteresis","Heizkreis 4 TWW Speicher Hysterese","zone4_dhw_calorifier_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2223","1","uint16","Zone 4 pump post-run","Heizkreis 4 Pumpennachlauf","zone4_pump_post_run","min","0-65535","mdi:pump","","German parameter list","R/W","R"
"Zones - Parameters","2224","1","uint16","Zone 4 time program (0=Time program 1; 1=Time program 2; 2=Time program 3)","Heizkreis 4 Zeitprogramm (0=Zeitprogramm 1; 1=Zeitprogramm 2; 2=Zeitprogramm 3)","zone4_time_program_selected","","0-65535","mdi:clock-outline","","German parameter list","R/W","R"
"Zones - Measurements","2636","1","int16","Zone 4 flow temperature","Heizkreis 4 Vorlauftemperatur","zone4_flow_temp","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","2637","1","uint16","Zone 4 flow setpoint","Heizkreis 4 Temperatursollwert","zone4_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","2638","1","int16","Zone 4 room setpoint","Heizkreis 4 Raumtemperatursollwert","zone4_room_setpoint","°C","-32768-32767","","0.1","GTW-08 spec","R","R"
"Zones - Measurements","2639","1","int16","Zone 4 outdoor temperature","Heizkreis 4 Außentemperatur","zone4_outside_temp","°C","-32768-32767","","0.01","German parameter list","R","R"
"Zones - Measurements","2640","1","int16","Zone 4 room temperature","Heizkreis 4 Raumtemperatur","zone4_room_temp","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R","R"
"Zones - Measurements","2641","1","int16","Zone 4 room temperature measured","Heizkreis 4 Raumtemperatur gemessen","zone4_room_temp_measured","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Measurements","2642","1","bool","Zone 4 heat demand","Heizkreis 4 Wärmeanforderung","zone4_heat_demand","","0-1","","","German parameter list","R","R"
"Zones - Measurements","2643","1","uint16","Zone 4 activity (0=Off; 1=Eco; 2=Comfort; 3=Anti-legionella)","Heizkreis 4 Einstellung (0=Aus; 1=Eco; 2=Komfort; 3=Anti-Legionellen)","zone4_activity","","0-65535","mdi:thermostat","","GTW-08 spec","R","R"
"Zones - Measurements","2644","1","uint16","Zone 4 operating mode (0=Scheduling; 1=Manual; 2=Off; 3=Temporary)","Heizkreis 4 Betriebsart (0=Zeitprogramm; 1=Manuell; 2=Aus; 3=Temporär)","zone4_operating_mode","","0-65535","mdi:cog","","GTW-08 spec","R","R"
"Zones - Measurements","2645","1","uint16","Zone 4 heating mode (0=Standby; 1=Heating; 2=Cooling)","Heizkreis 4 Heizmodus (0=Standby; 1=Heizen; 2=Kühlen)","zone4_heating_mode","","0-65535","mdi:thermostat","","German parameter list","R","R"
"Zones - Measurements","2646","1","bool","Zone 4 pump","Heizkreis 4 Pumpe","zone4_pump","","0-1","","","GTW-08 spec","R","R"
"Zones - Measurements","2647","1","bool","Zone 4 flow measurement","Heizkreis 4 Vorlaufmessung","zone4_flow_measurement","","0-1","mdi:thermometer-check","","GTW-08 spec","R","R"
"Zones - Measurements","2648","1","bool","Zone 4 mixing valve opening","Heizkreis 4 Mischventil öffnend","zone4_mixing_valve_opening","","0-1","mdi:valve-open","","German parameter list","R","R"
"Zones - Measurements","2649","1","bool","Zone 4 swimming pool pump","Heizkreis 4 Schwimmbadpumpe","zone4_swimming_pool_pump","","0-1","mdi:pool","","German parameter list","R","R"
"Zones - Measurements","2650","1","bool","Zone 4 electrical backup output","Heizkreis 4 Elektro-Backup Ausgang","zone4_electrical_backup_output","","0-1","mdi:lightning-bolt","","German parameter list","R","R"
"Zones - Measurements","2651","2","uint32","Zone 4 pump hours","Heizkreis 4 Pumpenbetriebsstunden","zone4_pump_hours","h","0-4294967295","mdi:clock-outline","","GTW-08 spec","R","R"
"Zones - Measurements","2652","2","uint32","Zone 4 pump starts","Heizkreis 4 Pumpenstarts","zone4_pump_starts","","0-4294967295","mdi:counter","","GTW-08 spec","R","R"
"Zones - Parameters","2688","1","uint16","Zone 5 type (0=Not present; 1=CH only; 2=CH and cooling; 3=DHW; 4=Process heat; 5=Swimming pool; 254=Other)","Heizkreis 5 Typ (0=Nicht vorhanden; 1=Nur Heizung; 2=Heizung + Kühlung; 3=Warmwasser; 4=Prozesswärme; 5=Schwimmbad; 254=Sonstige)","zone5_zone_type","","0-65535","mdi:information-outline","","German parameter list","R","R"
"Zones - Parameters","2689","1","uint16","Zone 5 function (0=Disabled; 1=Direct; 2=Mixing circuit; 3=Swimming pool; 4=High temperature; 5=Fan convector; 6=DHW tank; 7=Electrical DHW; 8=Time program; 9=Process heat; 10=DHW layered; 11=DHW internal tank; 12=DHW commercial tank; 13=Occupied; 254=DHW primary)","Heizkreis 5 Funktion (0=Deaktiviert; 1=Direkt; 2=Mischkreis; 3=Schwimmbad; 4=Hochtemperatur; 5=Gebläsekonvektor; 6=Warmwasserspeicher; 7=Elektrische Warmwasserbereitung; 8=Zeitprogramm; 9=Prozesswärme; 10=Warmwasser geschichtet; 11=Interner Warmwasserspeicher; 12=Gewerblicher Warmwasserspeicher; 13=Belegt; 254=TWW primär)","zone5_function","","0-65535","mdi:information-outline","","GTW-08 spec","R","R"
"Zones - Parameters","2693","1","uint16","Zone 5 device type","Heizkreis 5 Gerätetyp","zone5_device_type","","0-65535","mdi:developer-board","","GTW-08 spec","R","R"
"Zones - Parameters","2696","1","uint16","Zone 5 fixed flow setpoint","Heizkreis 5 Vorlaufsollwert (fest)","zone5_fixed_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Parameters","2697","1","uint16","Zone 5 control mode (0=Scheduling; 1=Manual; 2=Off)","Heizkreis 5 Steuerungsmodus (0=Zeitprogramm; 1=Manuell; 2=Aus)","zone5_control_mode","","0-65535","mdi:cog","","GTW-08 spec","R/W","R"
"Zones - Parameters","2698","1","uint16","Zone 5 comfort setpoint 1","Heizkreis 5 Komfortsollwert 1","zone5_comfort_setpoint_1","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2699","1","uint16","Zone 5 comfort setpoint 2","Heizkreis 5 Komfortsollwert 2","zone5_comfort_setpoint_2","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2700","1","uint16","Zone 5 comfort setpoint 3","Heizkreis 5 Komfortsollwert 3","zone5_comfort_setpoint_3","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2701","1","uint16","Zone 5 comfort setpoint 4","Heizkreis 5 Komfortsollwert 4","zone5_comfort_setpoint_4","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2702","1","uint16","Zone 5 comfort setpoint 5","Heizkreis 5 Komfortsollwert 5","zone5_comfort_setpoint_5","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2703","1","uint16","Zone 5 night setback","Heizkreis 5 Nachtabsenkung","zone5_night_setback","°C","0-65535","mdi:weather-night","0.1","German parameter list","R/W","R"
"Zones - Parameters","2704","1","uint16","Zone 5 cooling setpoint 1","Heizkreis 5 Kühlsollwert 1","zone5_cooling_room_setpoint_1","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2705","1","uint16","Zone 5 cooling setpoint 2","Heizkreis 5 Kühlsollwert 2","zone5_cooling_room_setpoint_2","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2706","1","uint16","Zone 5 cooling setpoint 3","Heizkreis 5 Kühlsollwert 3","zone5_cooling_room_setpoint_3","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2707","1","uint16","Zone 5 cooling setpoint 4","Heizkreis 5 Kühlsollwert 4","zone5_cooling_room_setpoint_4","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2708","1","uint16","Zone 5 cooling setpoint 5","Heizkreis 5 Kühlsollwert 5","zone5_cooling_room_setpoint_5","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2709","1","uint16","Zone 5 cooling night setback","Heizkreis 5 Kühlung Nachtabsenkung","zone5_cooling_night_setback","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","2710","1","uint16","Zone 5 holiday setpoint","Heizkreis 5 Feriensollwert","zone5_holiday_setpoint","°C","0-65535","mdi:beach","0.1","German parameter list","R/W","R"
"Zones - Parameters","2711","1","uint16","Zone 5 temporary setpoint","Heizkreis 5 Temporärer Sollwert","zone5_temporary_setpoint","°C","0-65535","mdi:clock-fast","0.1","German parameter list","R/W","R"
"Zones - Parameters","2712","1","uint16","Zone 5 room setpoint (manual)","Heizkreis 5 Raumsollwert (manuell)","zone5_room_setpoint_manual","°C","0-65535","","0.1","GTW-08 spec","R","R"
"Zones - Parameters","2713","1","uint16","Zone 5 DHW comfort setpoint","Heizkreis 5 TWW Komfortsollwert","zone5_dhw_comfort_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2714","1","uint16","Zone 5 DHW reduced setpoint","Heizkreis 5 TWW Reduzierter Sollwert","zone5_dhw_reduced_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2715","1","uint16","Zone 5 DHW holiday setpoint","Heizkreis 5 TWW Feriensollwert","zone5_dhw_holiday_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2716","1","uint16","Zone 5 DHW anti-legionella setpoint","Heizkreis 5 TWW Anti-Legionellen-Sollwert","zone5_dhw_antilegionella_setpoint","°C","0-65535","mdi:bacteria-outline","0.01","German parameter list","R/W","R"
"Zones - Parameters","2717","1","uint16","Zone 5 swimming pool setpoint","Heizkreis 5 Schwimmbad-Sollwert","zone5_swimming_pool_setpoint","°C","0-65535","mdi:pool-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2718","1","uint16","Zone 5 process heat setpoint","Heizkreis 5 Prozesswärme-Sollwert","zone5_process_heat_setpoint","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","2719","1","uint16","Zone 5 heating control strategy (0=Automatic; 1=Room control; 2=Weather-compensated; 3=Weather-compensated + room)","Heizkreis 5 Regelstrategie (0=Automatisch; 1=Raumregelung; 2=Witterungsgeführt; 3=Witterungsgeführt + Raum)","zone5_heating_control_strategy","","0-65535","mdi:strategy","","German parameter list","R/W","R"
"Zones - Parameters","2720","1","uint16","Zone 5 max flow setpoint","Heizkreis 5 Max. Vorlaufsollwert","zone5_max_flow_setpoint","°C","0-65535","mdi:thermometer-chevron-up","0.01","German parameter list","R/W","R"
"Zones - Parameters","2721","1","uint16","Zone 5 cooling mixing circuit setpoint","Heizkreis 5 Kühlsollwert Mischkreis","zone5_cooling_mixing_setpoint","°C","0-65535","mdi:snowflake-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","2722","1","uint16","Zone 5 heating curve gradient","Heizkreis 5 Heizkurve Steilheit","zone5_heating_curve_gradient","","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","2723","1","uint16","Zone 5 heating curve footpoint","Heizkreis 5 Heizkurve Fußpunkt","zone5_heating_curve_footpoint","°C","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
